Unnamed: 0,id,file_name,Latex,name,path,data_source,tags
68.0,67,Data\GenData\88805930.png,"\prod_{z}^{2}{{\ln{\alpha}}\cdot{{\pi}-{\int_{y}^{1}{e}\,dx}}}",88805930,,Datagen,train
69.0,68,Data\GenData\27147416.png,\prod_{\sin{\log{b}}}^{{\binom{\tan{b}}{{\beta}\times{2}}}-{2}}{x},27147416,,Datagen,train
70.0,69,Data\GenData\41406936.png,\sum_{2}^{{z}_{\alpha}}{{\alpha}-{\ln{\pi}}},41406936,,Datagen,train
71.0,70,Data\GenData\94453658.png,{\det{\frac{1}{\beta}}}-{b},94453658,,Datagen,train
72.0,71,Data\GenData\14086175.png,{x}+{b},14086175,,Datagen,train
73.0,72,Data\GenData\66453819.png,\sum_{y}^{\frac{\ln{b}}{b}}{z},66453819,,Datagen,train
74.0,73,Data\GenData\97184615.png,\binom{\det{\pi}}{\beta},97184615,,Datagen,train
75.0,74,Data\GenData\98552641.png,{b}+{y},98552641,,Datagen,train
76.0,75,Data\GenData\62375602.png,\binom{{y}+{2}}{1},62375602,,Datagen,train
77.0,76,Data\GenData\39485506.png,\sum_{\frac{\sum_{\alpha}^{a}{z}}{1}}^{x}{1},39485506,,Datagen,train
78.0,77,Data\GenData\42279278.png,"\int_{\binom{1}{e}}^{{\alpha}_{z}}{\pi}\,dx",42279278,,Datagen,train
79.0,78,Data\GenData\09193033.png,{a}\cdot{1},09193033,,Datagen,train
80.0,79,Data\GenData\86487378.png,\prod_{{\beta}+{{\frac{\pi}{\pi}}^{z}}}^{{z}_{2}}{{z}+{2}},86487378,,Datagen,train
81.0,80,Data\GenData\35449129.png,"\int_{{{{\alpha}^{y}}-{x}}\times{b}}^{\pi}{\cos{\pi}}\,dx",35449129,,Datagen,train
82.0,81,Data\GenData\48301569.png,{\sin{2}}_{b},48301569,,Datagen,train
83.0,82,Data\GenData\76960062.png,"\int_{{{\det{x}}\times{b}}^{z}}^{{\sqrt{\frac{b}{\beta}}}\cdot{{{z}-{\beta}}_{\pi}}}{\beta}\,dx",76960062,,Datagen,train
84.0,83,Data\GenData\32648918.png,{z}+{\exp{\beta}},32648918,,Datagen,train
85.0,84,Data\GenData\62778790.png,{{b}\cdot{{\det{\pi}}_{\sqrt{y}}}}\times{1},62778790,,Datagen,train
86.0,85,Data\GenData\24284771.png,{+{\prod_{z}^{+{e}}{2}}}\cdot{{\ln{\cos{\alpha}}}_{\alpha}},24284771,,Datagen,train
87.0,86,Data\GenData\18998697.png,"\int_{\alpha}^{\binom{\beta}{\frac{\beta}{e}}}{y}\,dx",18998697,,Datagen,train
88.0,87,Data\GenData\69919151.png,"\prod_{\frac{b}{\int_{\frac{\alpha}{z}}^{\binom{z}{\pi}}{\sum_{b}^{2}{\beta}}\,dx}}^{z}{\frac{\beta}{{x}\times{\binom{\pi}{e}}}}",69919151,,Datagen,train
89.0,88,Data\GenData\77316484.png,{z}+{{\log{{\beta}^{b}}}_{1}},77316484,,Datagen,train
90.0,89,Data\GenData\10788360.png,{\binom{\alpha}{\frac{\sum_{\alpha}^{\beta}{y}}{1}}}\cdot{\pi},10788360,,Datagen,train
91.0,90,Data\GenData\76302616.png,\sum_{z}^{{a}-{{\sum_{a}^{2}{a}}+{\binom{y}{a}}}}{+{z}},76302616,,Datagen,train
92.0,91,Data\GenData\00784302.png,{-{1}}\cdot{1},00784302,,Datagen,train
93.0,92,Data\GenData\08745122.png,"\int_{e}^{\sin{\exp{{\pi}\times{\beta}}}}{x}\,dx",08745122,,Datagen,train
94.0,93,Data\GenData\57930083.png,"\int_{\pi}^{\pi}{1}\,dx",57930083,,Datagen,train
95.0,94,Data\GenData\50300496.png,\sum_{\beta}^{1}{\beta},50300496,,Datagen,train
96.0,95,Data\GenData\87817443.png,"\int_{{x}\times{\log{\sin{\beta}}}}^{{z}\cdot{a}}{e}\,dx",87817443,,Datagen,train
97.0,96,Data\GenData\71508259.png,"\int_{1}^{2}{\beta}\,dx",71508259,,Datagen,train
98.0,97,Data\GenData\77334707.png,\binom{\prod_{e}^{\alpha}{x}}{\beta},77334707,,Datagen,train
99.0,98,Data\GenData\84830523.png,\binom{1}{\beta},84830523,,Datagen,train
100.0,99,Data\GenData\09419558.png,{\cos{2}}^{{z}\times{\log{x}}},09419558,,Datagen,train
101.0,100,Data\GenData\20223714.png,\sum_{1}^{a}{\sqrt{{z}-{\sin{a}}}},20223714,,Datagen,train
102.0,101,Data\GenData\34590433.png,{1}+{x},34590433,,Datagen,train
103.0,102,Data\GenData\07248686.png,{\det{{z}\times{y}}}\cdot{a},07248686,,Datagen,train
104.0,103,Data\GenData\23986064.png,\sum_{\ln{\binom{{x}+{a}}{{2}\cdot{x}}}}^{y}{a},23986064,,Datagen,train
105.0,104,Data\GenData\07758899.png,\frac{\alpha}{{b}\cdot{\beta}},07758899,,Datagen,train
106.0,105,Data\GenData\82386563.png,{1}\times{{x}_{\frac{+{x}}{\frac{x}{y}}}},82386563,,Datagen,train
107.0,106,Data\GenData\74937428.png,{2}_{\binom{\det{{1}\times{a}}}{e}},74937428,,Datagen,train
108.0,107,Data\GenData\19123436.png,{\binom{\frac{\alpha}{\beta}}{\pi}}\cdot{x},19123436,,Datagen,train
109.0,108,Data\GenData\08644903.png,{\beta}+{a},08644903,,Datagen,train
110.0,109,Data\GenData\34580002.png,{\sin{x}}^{\pi},34580002,,Datagen,train
111.0,110,Data\GenData\76966407.png,\frac{b}{\beta},76966407,,Datagen,train
112.0,111,Data\GenData\20422438.png,"\int_{\sum_{\det{\int_{a}^{y}{x}\,dx}}^{x}{\frac{z}{\int_{2}^{\alpha}{x}\,dx}}}^{{\tan{1}}\cdot{\beta}}{\ln{2}}\,dx",20422438,,Datagen,train
113.0,112,Data\GenData\80293762.png,\prod_{\tan{2}}^{x}{\alpha},80293762,,Datagen,train
114.0,113,Data\GenData\45226360.png,\sum_{{\sqrt{\beta}}^{\pi}}^{\pi}{\alpha},45226360,,Datagen,train
115.0,114,Data\GenData\89838350.png,\prod_{\sqrt{x}}^{y}{\pi},89838350,,Datagen,train
116.0,115,Data\GenData\62507208.png,\frac{{y}-{e}}{\binom{1}{\pi}},62507208,,Datagen,train
117.0,116,Data\GenData\54101038.png,"\prod_{\pi}^{{a}\times{1}}{\int_{\pi}^{{\binom{\alpha}{x}}_{\alpha}}{{{y}-{\beta}}\cdot{x}}\,dx}",54101038,,Datagen,train
118.0,117,Data\GenData\86414696.png,\prod_{\pi}^{a}{\alpha},86414696,,Datagen,train
119.0,118,Data\GenData\41490357.png,"\int_{x}^{\pi}{z}\,dx",41490357,,Datagen,train
120.0,119,Data\GenData\93284456.png,\binom{{b}\cdot{{{z}\cdot{z}}^{\alpha}}}{{\alpha}^{{e}-{\beta}}},93284456,,Datagen,train
121.0,120,Data\GenData\73232084.png,\sum_{{z}_{\binom{{e}\times{\pi}}{\det{y}}}}^{x}{{z}\times{b}},73232084,,Datagen,train
122.0,121,Data\GenData\84458303.png,{{y}^{\beta}}_{1},84458303,,Datagen,train
123.0,122,Data\GenData\45445970.png,{\alpha}+{e},45445970,,Datagen,train
124.0,123,Data\GenData\14895272.png,{z}_{\sin{b}},14895272,,Datagen,train
125.0,124,Data\GenData\26817728.png,"\int_{\frac{e}{-{a}}}^{{\det{z}}\cdot{\prod_{\det{1}}^{e}{a}}}{2}\,dx",26817728,,Datagen,train
126.0,125,Data\GenData\12802972.png,\sum_{y}^{\beta}{y},12802972,,Datagen,train
127.0,126,Data\GenData\20383097.png,\binom{\frac{z}{z}}{z},20383097,,Datagen,train
128.0,127,Data\GenData\97980146.png,{2}+{\sin{1}},97980146,,Datagen,train
129.0,128,Data\GenData\52414627.png,{b}_{b},52414627,,Datagen,train
130.0,129,Data\GenData\98531983.png,\sum_{\beta}^{{\alpha}\cdot{1}}{\tan{\beta}},98531983,,Datagen,train
131.0,130,Data\GenData\72553062.png,{e}+{\exp{x}},72553062,,Datagen,train
132.0,131,Data\GenData\94879038.png,\binom{1}{\pi},94879038,,Datagen,train
133.0,132,Data\GenData\85565204.png,\sum_{e}^{\pi}{a},85565204,,Datagen,train
134.0,133,Data\GenData\73103480.png,\sum_{a}^{2}{\beta},73103480,,Datagen,train
135.0,134,Data\GenData\15985240.png,\binom{\tan{2}}{\beta},15985240,,Datagen,train
136.0,135,Data\GenData\49913950.png,\prod_{\pi}^{2}{1},49913950,,Datagen,train
137.0,136,Data\GenData\23904286.png,"\int_{a}^{{\frac{\sqrt{\beta}}{\alpha}}\cdot{\binom{{1}\cdot{2}}{\pi}}}{1}\,dx",23904286,,Datagen,train
138.0,137,Data\GenData\88658498.png,\prod_{\ln{z}}^{y}{{x}\times{-{x}}},88658498,,Datagen,train
139.0,138,Data\GenData\25791010.png,\sum_{x}^{e}{1},25791010,,Datagen,train
140.0,139,Data\GenData\44570684.png,{e}-{\sin{{y}_{\alpha}}},44570684,,Datagen,train
141.0,140,Data\GenData\67673772.png,\prod_{\pi}^{y}{\sum_{2}^{\beta}{\binom{e}{{\pi}_{\pi}}}},67673772,,Datagen,train
142.0,141,Data\GenData\41626911.png,{x}-{x},41626911,,Datagen,train
143.0,142,Data\GenData\90974737.png,\sum_{\alpha}^{{{1}\cdot{\beta}}+{e}}{{\sum_{1}^{\beta}{\frac{\beta}{a}}}\times{{y}^{{1}\times{\beta}}}},90974737,,Datagen,train
144.0,143,Data\GenData\16845166.png,{\beta}\times{2},16845166,,Datagen,train
145.0,144,Data\GenData\85549220.png,"\int_{a}^{a}{a}\,dx",85549220,,Datagen,train
146.0,145,Data\GenData\81314313.png,{1}\cdot{{\beta}+{z}},81314313,,Datagen,train
147.0,146,Data\GenData\93656291.png,{\frac{a}{a}}_{b},93656291,,Datagen,train
148.0,147,Data\GenData\90845714.png,\prod_{{b}_{\alpha}}^{e}{y},90845714,,Datagen,train
149.0,148,Data\GenData\50982330.png,{\alpha}^{1},50982330,,Datagen,train
150.0,149,Data\GenData\19162407.png,\binom{\pi}{\sum_{x}^{z}{{1}^{{x}-{a}}}},19162407,,Datagen,train
151.0,150,Data\GenData\37583509.png,"\int_{\pi}^{e}{\frac{e}{2}}\,dx",37583509,,Datagen,train
152.0,151,Data\GenData\63184222.png,\prod_{2}^{2}{1},63184222,,Datagen,train
153.0,152,Data\GenData\26344780.png,\sum_{+{\pi}}^{-{{\beta}\cdot{\sqrt{\beta}}}}{2},26344780,,Datagen,train
154.0,153,Data\GenData\02402758.png,\sum_{a}^{{z}+{x}}{2},02402758,,Datagen,train
155.0,154,Data\GenData\58685350.png,\prod_{2}^{\beta}{{e}\cdot{z}},58685350,,Datagen,train
156.0,155,Data\GenData\94170358.png,\frac{\det{\beta}}{\alpha},94170358,,Datagen,train
157.0,156,Data\GenData\32646867.png,{{e}\times{2}}^{z},32646867,,Datagen,train
158.0,157,Data\GenData\52249345.png,"\int_{\log{2}}^{\beta}{z}\,dx",52249345,,Datagen,train
159.0,158,Data\GenData\48052503.png,{e}^{\frac{\sqrt{\ln{x}}}{y}},48052503,,Datagen,train
160.0,159,Data\GenData\23715300.png,\binom{x}{\ln{\alpha}},23715300,,Datagen,train
161.0,160,Data\GenData\79494092.png,{\alpha}\cdot{{\prod_{e}^{e}{y}}+{1}},79494092,,Datagen,train
162.0,161,Data\GenData\40994846.png,"\int_{e}^{z}{e}\,dx",40994846,,Datagen,train
163.0,162,Data\GenData\64265284.png,{a}+{\beta},64265284,,Datagen,train
164.0,163,Data\GenData\80304243.png,"\int_{b}^{2}{e}\,dx",80304243,,Datagen,train
165.0,164,Data\GenData\40603560.png,"\int_{{b}\cdot{\beta}}^{{y}^{e}}{a}\,dx",40603560,,Datagen,train
166.0,165,Data\GenData\08073311.png,{\frac{\beta}{y}}+{\sum_{\beta}^{z}{\beta}},08073311,,Datagen,train
167.0,166,Data\GenData\57384212.png,\prod_{z}^{b}{b},57384212,,Datagen,train
168.0,167,Data\GenData\58004193.png,\sum_{z}^{+{{{2}\times{\pi}}-{e}}}{a},58004193,,Datagen,train
169.0,168,Data\GenData\50431647.png,"\int_{{\alpha}-{\sum_{z}^{1}{+{2}}}}^{a}{{b}+{1}}\,dx",50431647,,Datagen,train
170.0,169,Data\GenData\70032164.png,\prod_{\pi}^{b}{\alpha},70032164,,Datagen,train
171.0,170,Data\GenData\83065450.png,\binom{2}{x},83065450,,Datagen,train
172.0,171,Data\GenData\23786084.png,\prod_{{\cos{b}}\times{\frac{\beta}{2}}}^{x}{x},23786084,,Datagen,train
173.0,172,Data\GenData\28560849.png,\prod_{\beta}^{{e}\cdot{y}}{\tan{y}},28560849,,Datagen,train
174.0,173,Data\GenData\11180041.png,\sum_{{y}\times{e}}^{\exp{b}}{z},11180041,,Datagen,train
175.0,174,Data\GenData\86081086.png,{{\alpha}+{2}}\times{a},86081086,,Datagen,train
176.0,175,Data\GenData\53276548.png,"\int_{{{1}\times{\pi}}\times{\pi}}^{\beta}{\exp{\pi}}\,dx",53276548,,Datagen,train
177.0,176,Data\GenData\50240754.png,\prod_{b}^{{2}\cdot{\alpha}}{\beta},50240754,,Datagen,train
178.0,177,Data\GenData\93298291.png,"\int_{{{\log{e}}_{e}}+{2}}^{\beta}{\prod_{1}^{1}{a}}\,dx",93298291,,Datagen,train
179.0,178,Data\GenData\15985773.png,"\int_{z}^{z}{e}\,dx",15985773,,Datagen,train
180.0,179,Data\GenData\17455377.png,{1}\cdot{e},17455377,,Datagen,train
181.0,180,Data\GenData\64396463.png,\binom{b}{e},64396463,,Datagen,train
182.0,181,Data\GenData\48152033.png,{e}-{{\det{z}}^{x}},48152033,,Datagen,train
183.0,182,Data\GenData\34731828.png,"{\int_{\sqrt{\int_{2}^{a}{\alpha}\,dx}}^{{1}^{{y}+{e}}}{+{{x}-{\alpha}}}\,dx}\cdot{b}",34731828,,Datagen,train
184.0,183,Data\GenData\93820541.png,"\int_{1}^{x}{\binom{y}{\frac{a}{-{b}}}}\,dx",93820541,,Datagen,train
185.0,184,Data\GenData\41331339.png,\prod_{2}^{2}{2},41331339,,Datagen,train
186.0,185,Data\GenData\02424550.png,{y}-{2},02424550,,Datagen,train
187.0,186,Data\GenData\92245844.png,\sum_{a}^{z}{z},92245844,,Datagen,train
188.0,187,Data\GenData\23848099.png,"\int_{\det{\alpha}}^{\ln{z}}{b}\,dx",23848099,,Datagen,train
189.0,188,Data\GenData\58402507.png,{\binom{1}{\pi}}-{x},58402507,,Datagen,train
190.0,189,Data\GenData\72648878.png,\frac{\exp{\pi}}{{e}^{x}},72648878,,Datagen,train
191.0,190,Data\GenData\80860865.png,"\prod_{x}^{\int_{-{{2}^{\beta}}}^{\frac{b}{\pi}}{\alpha}\,dx}{\alpha}",80860865,,Datagen,train
192.0,191,Data\GenData\97226460.png,{\sum_{b}^{1}{\alpha}}+{\frac{{\alpha}+{{y}\times{1}}}{+{{e}^{\pi}}}},97226460,,Datagen,train
193.0,192,Data\GenData\32573819.png,\prod_{\det{\alpha}}^{{e}-{\frac{\pi}{{\beta}+{2}}}}{1},32573819,,Datagen,train
194.0,193,Data\GenData\08817748.png,\frac{y}{\sqrt{e}},08817748,,Datagen,train
195.0,194,Data\GenData\07974018.png,{2}^{{{{a}-{b}}_{\sin{b}}}^{x}},07974018,,Datagen,train
196.0,195,Data\GenData\49599991.png,\sum_{-{z}}^{a}{\pi},49599991,,Datagen,train
197.0,196,Data\GenData\69539469.png,{b}_{\exp{\sin{{y}_{x}}}},69539469,,Datagen,train
198.0,197,Data\GenData\10896217.png,"\int_{z}^{a}{e}\,dx",10896217,,Datagen,train
199.0,198,Data\GenData\13665962.png,\frac{\exp{\frac{\prod_{\beta}^{a}{b}}{b}}}{\pi},13665962,,Datagen,train
200.0,199,Data\GenData\97687027.png,{\alpha}-{\beta},97687027,,Datagen,train
201.0,200,Data\GenData\41467754.png,{{\sqrt{a}}\cdot{\exp{b}}}^{\pi},41467754,,Datagen,train
202.0,201,Data\GenData\86454459.png,{z}-{2},86454459,,Datagen,train
203.0,202,Data\GenData\75279178.png,\frac{{\log{y}}\times{\sum_{\alpha}^{1}{e}}}{z},75279178,,Datagen,train
204.0,203,Data\GenData\76393578.png,\prod_{a}^{\exp{{x}\cdot{a}}}{{b}^{+{{1}+{a}}}},76393578,,Datagen,train
205.0,204,Data\GenData\94974598.png,\prod_{b}^{{{x}+{2}}-{\exp{1}}}{\sin{\frac{\alpha}{2}}},94974598,,Datagen,train
206.0,205,Data\GenData\35984602.png,\prod_{\sum_{2}^{y}{\beta}}^{\ln{e}}{x},35984602,,Datagen,train
207.0,206,Data\GenData\90800362.png,\binom{e}{2},90800362,,Datagen,train
208.0,207,Data\GenData\93495085.png,\binom{1}{y},93495085,,Datagen,train
209.0,208,Data\GenData\51155556.png,"\int_{{\sum_{x}^{a}{\exp{x}}}+{1}}^{b}{+{a}}\,dx",51155556,,Datagen,train
210.0,209,Data\GenData\12649484.png,\binom{b}{b},12649484,,Datagen,train
211.0,210,Data\GenData\95483898.png,\frac{+{+{y}}}{e},95483898,,Datagen,train
212.0,211,Data\GenData\53970835.png,\sum_{\tan{\alpha}}^{\pi}{\pi},53970835,,Datagen,train
213.0,212,Data\GenData\49143466.png,\sum_{\sum_{b}^{\log{{y}+{1}}}{z}}^{z}{a},49143466,,Datagen,train
214.0,213,Data\GenData\59594227.png,{\alpha}^{\ln{b}},59594227,,Datagen,train
215.0,214,Data\GenData\27325131.png,"\int_{\sqrt{y}}^{\alpha}{\alpha}\,dx",27325131,,Datagen,train
216.0,215,Data\GenData\32164291.png,"\int_{2}^{+{x}}{1}\,dx",32164291,,Datagen,train
217.0,216,Data\GenData\16830539.png,{\pi}+{{e}\cdot{\log{{1}_{e}}}},16830539,,Datagen,train
218.0,217,Data\GenData\18062083.png,"\int_{-{2}}^{{2}^{\alpha}}{x}\,dx",18062083,,Datagen,train
219.0,218,Data\GenData\22663290.png,"\frac{{\tan{a}}_{{\det{2}}\times{\cos{x}}}}{\int_{z}^{x}{\beta}\,dx}",22663290,,Datagen,train
220.0,219,Data\GenData\73515878.png,\sum_{\binom{\binom{\pi}{{\beta}\cdot{y}}}{b}}^{{\pi}-{{{e}\times{z}}\cdot{1}}}{\beta},73515878,,Datagen,train
221.0,220,Data\GenData\85942095.png,{\ln{e}}^{{a}\times{{\binom{\alpha}{e}}^{\alpha}}},85942095,,Datagen,train
222.0,221,Data\GenData\20968207.png,\frac{{\frac{\cos{2}}{y}}^{\ln{a}}}{\ln{\beta}},20968207,,Datagen,train
223.0,222,Data\GenData\90845749.png,\sum_{2}^{\beta}{e},90845749,,Datagen,train
224.0,223,Data\GenData\88884596.png,{\sqrt{z}}^{x},88884596,,Datagen,train
225.0,224,Data\GenData\22691553.png,\sum_{y}^{\log{\log{x}}}{2},22691553,,Datagen,train
226.0,225,Data\GenData\31623412.png,\sum_{\sqrt{\tan{a}}}^{z}{z},31623412,,Datagen,train
227.0,226,Data\GenData\98118056.png,{\pi}\cdot{2},98118056,,Datagen,train
228.0,227,Data\GenData\25521278.png,{\tan{2}}\cdot{a},25521278,,Datagen,train
229.0,228,Data\GenData\41119866.png,\prod_{y}^{{b}+{y}}{{x}^{y}},41119866,,Datagen,train
230.0,229,Data\GenData\07405462.png,"\int_{1}^{+{\beta}}{\sin{2}}\,dx",07405462,,Datagen,train
231.0,230,Data\GenData\36040377.png,{\alpha}-{+{\ln{{\beta}_{z}}}},36040377,,Datagen,train
232.0,231,Data\GenData\16528088.png,{{1}-{{\pi}\times{\alpha}}}-{b},16528088,,Datagen,train
